# Residuals   
# Time        	p             	Ux            	Uy            	Uz            
177.1         	4.3779410e-02	7.2065660e-03	1.2418040e-02	1.2366310e-02
177.2         	4.3663210e-02	7.2063280e-03	1.2417340e-02	1.2367280e-02
177.3         	4.3683130e-02	7.2061660e-03	1.2417350e-02	1.2368080e-02
177.4         	4.3665740e-02	7.2064930e-03	1.2417170e-02	1.2367760e-02
177.5         	4.3676560e-02	7.2063390e-03	1.2416750e-02	1.2367790e-02
177.6         	4.3692790e-02	7.2059820e-03	1.2415880e-02	1.2368430e-02
177.7         	4.3673450e-02	7.2060390e-03	1.2414540e-02	1.2369240e-02
177.8         	4.3673690e-02	7.2060330e-03	1.2413600e-02	1.2369540e-02
177.9         	4.3685450e-02	7.2056360e-03	1.2411890e-02	1.2369670e-02
178           	4.3610010e-02	7.2051200e-03	1.2410670e-02	1.2368580e-02
178.1         	4.3617740e-02	7.2044880e-03	1.2409950e-02	1.2367260e-02
178.2         	4.3628290e-02	7.2038900e-03	1.2408900e-02	1.2366400e-02
178.3         	4.3620940e-02	7.2039130e-03	1.2407320e-02	1.2366950e-02
178.4         	4.3623320e-02	7.2038560e-03	1.2406500e-02	1.2367950e-02
178.5         	4.3599550e-02	7.2039270e-03	1.2406580e-02	1.2368740e-02
178.6         	4.3541180e-02	7.2037250e-03	1.2406710e-02	1.2368930e-02
178.7         	4.3554900e-02	7.2031290e-03	1.2406110e-02	1.2369030e-02
178.8         	4.3569630e-02	7.2024780e-03	1.2404940e-02	1.2368950e-02
178.9         	4.3537020e-02	7.2023180e-03	1.2403730e-02	1.2369300e-02
179           	4.3489540e-02	7.2016040e-03	1.2403460e-02	1.2369430e-02
179.1         	4.3536440e-02	7.2012470e-03	1.2403350e-02	1.2369170e-02
179.2         	4.3509580e-02	7.2013060e-03	1.2402770e-02	1.2368900e-02
179.3         	4.3477860e-02	7.2013710e-03	1.2402530e-02	1.2369470e-02
179.4         	4.3478910e-02	7.2007990e-03	1.2402510e-02	1.2370050e-02
179.5         	4.3462460e-02	7.1998980e-03	1.2403060e-02	1.2370510e-02
179.6         	4.3442630e-02	7.1991780e-03	1.2403020e-02	1.2370520e-02
179.7         	4.3455410e-02	7.1991190e-03	1.2403580e-02	1.2370710e-02
179.8         	4.3432050e-02	7.1991700e-03	1.2403430e-02	1.2370700e-02
179.9         	4.3467410e-02	7.1988850e-03	1.2403810e-02	1.2370950e-02
180           	4.3487980e-02	7.1981610e-03	1.2404660e-02	1.2370810e-02
180.1         	4.3484000e-02	7.1977410e-03	1.2405240e-02	1.2370600e-02
180.2         	4.3508700e-02	7.1972800e-03	1.2405310e-02	1.2370840e-02
180.3         	4.3475110e-02	7.1968740e-03	1.2405470e-02	1.2370520e-02
180.4         	4.3550310e-02	7.1971870e-03	1.2405460e-02	1.2370950e-02
180.5         	4.3522920e-02	7.1969930e-03	1.2405790e-02	1.2372340e-02
180.6         	4.3516030e-02	7.1973490e-03	1.2407340e-02	1.2373890e-02
180.7         	4.3563730e-02	7.1975320e-03	1.2409080e-02	1.2375620e-02
180.8         	4.3553100e-02	7.1973260e-03	1.2410260e-02	1.2376980e-02
180.9         	4.3529250e-02	7.1969170e-03	1.2410980e-02	1.2377780e-02
181           	4.3543580e-02	7.1962330e-03	1.2411220e-02	1.2377650e-02
181.1         	4.3543190e-02	7.1956410e-03	1.2410930e-02	1.2377990e-02
181.2         	4.3556730e-02	7.1953280e-03	1.2411000e-02	1.2378160e-02
181.3         	4.3601240e-02	7.1951270e-03	1.2411750e-02	1.2379090e-02
181.4         	4.3560490e-02	7.1954260e-03	1.2412360e-02	1.2379910e-02
181.5         	4.3543130e-02	7.1953870e-03	1.2412540e-02	1.2380220e-02
181.6         	4.3578780e-02	7.1952510e-03	1.2413210e-02	1.2380660e-02
181.7         	4.3516290e-02	7.1949370e-03	1.2413170e-02	1.2381540e-02
181.8         	4.3487680e-02	7.1945580e-03	1.2413110e-02	1.2382250e-02
181.9         	4.3561580e-02	7.1942670e-03	1.2414340e-02	1.2383860e-02
182           	4.3470270e-02	7.1939420e-03	1.2415870e-02	1.2385470e-02
182.1         	4.3522140e-02	7.1938440e-03	1.2417220e-02	1.2386290e-02
182.2         	4.3515640e-02	7.1931250e-03	1.2418520e-02	1.2387160e-02
182.3         	4.3539940e-02	7.1931190e-03	1.2419090e-02	1.2388270e-02
182.4         	4.3577700e-02	7.1925570e-03	1.2420330e-02	1.2388840e-02
182.5         	4.3491680e-02	7.1921980e-03	1.2421870e-02	1.2388400e-02
182.6         	4.3571810e-02	7.1922120e-03	1.2422900e-02	1.2388410e-02
182.7         	4.3521590e-02	7.1919320e-03	1.2424310e-02	1.2389230e-02
182.8         	4.3497190e-02	7.1923310e-03	1.2425680e-02	1.2391020e-02
182.9         	4.3519320e-02	7.1927170e-03	1.2426620e-02	1.2393200e-02
183           	4.3559400e-02	7.1929880e-03	1.2426780e-02	1.2395360e-02
183.1         	4.3573610e-02	7.1925260e-03	1.2428320e-02	1.2397100e-02
183.2         	4.3523360e-02	7.1922840e-03	1.2429790e-02	1.2398070e-02
183.3         	4.3536430e-02	7.1923490e-03	1.2431100e-02	1.2400170e-02
183.4         	4.3587550e-02	7.1924790e-03	1.2432680e-02	1.2402360e-02
183.5         	4.3536020e-02	7.1923910e-03	1.2434260e-02	1.2403860e-02
183.6         	4.3537830e-02	7.1925470e-03	1.2435990e-02	1.2405370e-02
183.7         	4.3554190e-02	7.1933650e-03	1.2437930e-02	1.2406590e-02
183.8         	4.3521580e-02	7.1930980e-03	1.2439700e-02	1.2408190e-02
183.9         	4.3622090e-02	7.1926440e-03	1.2441190e-02	1.2409800e-02
184           	4.3535480e-02	7.1927670e-03	1.2442200e-02	1.2412260e-02
184.1         	4.3463140e-02	7.1932770e-03	1.2442790e-02	1.2414620e-02
184.2         	4.3484650e-02	7.1933090e-03	1.2443120e-02	1.2417140e-02
184.3         	4.3512290e-02	7.1935260e-03	1.2444110e-02	1.2419500e-02
184.4         	4.3504850e-02	7.1934750e-03	1.2445670e-02	1.2420720e-02
184.5         	4.3521500e-02	7.1930650e-03	1.2447070e-02	1.2423080e-02
184.6         	4.3552910e-02	7.1925880e-03	1.2447990e-02	1.2425110e-02
184.7         	4.3533350e-02	7.1921650e-03	1.2449020e-02	1.2426320e-02
184.8         	4.3543320e-02	7.1919910e-03	1.2449860e-02	1.2428360e-02
184.9         	4.3521040e-02	7.1919900e-03	1.2451070e-02	1.2430450e-02
185           	4.3532730e-02	7.1920150e-03	1.2451850e-02	1.2432690e-02
185.1         	4.3539440e-02	7.1916250e-03	1.2452490e-02	1.2434560e-02
185.2         	4.3580720e-02	7.1917230e-03	1.2454130e-02	1.2436270e-02
185.3         	4.3613370e-02	7.1914350e-03	1.2456000e-02	1.2438770e-02
185.4         	4.3590280e-02	7.1908600e-03	1.2457560e-02	1.2441050e-02
185.5         	4.3593720e-02	7.1911240e-03	1.2459220e-02	1.2443380e-02
185.6         	4.3583510e-02	7.1913520e-03	1.2461690e-02	1.2445150e-02
185.7         	4.3599140e-02	7.1910400e-03	1.2463680e-02	1.2447050e-02
185.8         	4.3546480e-02	7.1910540e-03	1.2465590e-02	1.2448590e-02
185.9         	4.3654020e-02	7.1912360e-03	1.2466450e-02	1.2450300e-02
186           	4.3674500e-02	7.1912430e-03	1.2467680e-02	1.2452660e-02
186.1         	4.3616520e-02	7.1910480e-03	1.2469690e-02	1.2455630e-02
186.2         	4.3649360e-02	7.1907050e-03	1.2472130e-02	1.2458460e-02
186.3         	4.3634210e-02	7.1908330e-03	1.2474640e-02	1.2460510e-02
186.4         	4.3613370e-02	7.1904380e-03	1.2476810e-02	1.2462230e-02
186.5         	4.3601390e-02	7.1897660e-03	1.2478070e-02	1.2463780e-02
186.6         	4.3640140e-02	7.1893860e-03	1.2479540e-02	1.2465250e-02
186.7         	4.3651300e-02	7.1891020e-03	1.2480710e-02	1.2467080e-02
186.8         	4.3680180e-02	7.1889230e-03	1.2482230e-02	1.2468720e-02
186.9         	4.3657030e-02	7.1885120e-03	1.2484130e-02	1.2470540e-02
187           	4.3653880e-02	7.1882490e-03	1.2485920e-02	1.2472280e-02
187.1         	4.3649140e-02	7.1873230e-03	1.2487900e-02	1.2473410e-02
187.2         	4.3639670e-02	7.1869200e-03	1.2489220e-02	1.2474650e-02
187.3         	4.3675270e-02	7.1867800e-03	1.2490540e-02	1.2476110e-02
187.4         	4.3690570e-02	7.1865380e-03	1.2492090e-02	1.2477070e-02
187.5         	4.3654870e-02	7.1857880e-03	1.2493290e-02	1.2477780e-02
187.6         	4.3649580e-02	7.1855000e-03	1.2494660e-02	1.2478460e-02
187.7         	4.3623120e-02	7.1849840e-03	1.2496290e-02	1.2480270e-02
187.8         	4.3635320e-02	7.1845040e-03	1.2497950e-02	1.2482630e-02
187.9         	4.3636530e-02	7.1838120e-03	1.2499600e-02	1.2485380e-02
188           	4.3637110e-02	7.1833400e-03	1.2501130e-02	1.2487070e-02
188.1         	4.3615660e-02	7.1827960e-03	1.2502020e-02	1.2488470e-02
188.2         	4.3635200e-02	7.1818580e-03	1.2503280e-02	1.2489280e-02
188.3         	4.3614860e-02	7.1815970e-03	1.2504000e-02	1.2490780e-02
188.4         	4.3617140e-02	7.1810700e-03	1.2505280e-02	1.2491910e-02
188.5         	4.3631430e-02	7.1803990e-03	1.2507220e-02	1.2493140e-02
188.6         	4.3711330e-02	7.1800040e-03	1.2509330e-02	1.2494300e-02
188.7         	4.3686180e-02	7.1799980e-03	1.2510750e-02	1.2494770e-02
188.8         	4.3681360e-02	7.1796730e-03	1.2512400e-02	1.2495830e-02
188.9         	4.3708840e-02	7.1794220e-03	1.2513990e-02	1.2496730e-02
189           	4.3642280e-02	7.1787720e-03	1.2514990e-02	1.2498260e-02
189.1         	4.3769120e-02	7.1777800e-03	1.2516210e-02	1.2500380e-02
189.2         	4.3674240e-02	7.1771740e-03	1.2518070e-02	1.2502550e-02
189.3         	4.3718240e-02	7.1767620e-03	1.2519180e-02	1.2504180e-02
189.4         	4.3665190e-02	7.1761710e-03	1.2520210e-02	1.2505820e-02
189.5         	4.3691820e-02	7.1758570e-03	1.2520840e-02	1.2507720e-02
189.6         	4.3712640e-02	7.1755430e-03	1.2521550e-02	1.2509340e-02
189.7         	4.3707610e-02	7.1748690e-03	1.2522580e-02	1.2510190e-02
189.8         	4.3746810e-02	7.1735350e-03	1.2523380e-02	1.2511650e-02
189.9         	4.3756240e-02	7.1729270e-03	1.2523570e-02	1.2513390e-02
190           	4.3752790e-02	7.1725910e-03	1.2524380e-02	1.2514730e-02
190.1         	4.3738920e-02	7.1720140e-03	1.2524930e-02	1.2515870e-02
190.2         	4.3747910e-02	7.1707630e-03	1.2525020e-02	1.2516730e-02
190.3         	4.3761520e-02	7.1694410e-03	1.2524780e-02	1.2518220e-02
190.4         	4.3764180e-02	7.1682140e-03	1.2524810e-02	1.2519430e-02
190.5         	4.3743670e-02	7.1672230e-03	1.2525530e-02	1.2521060e-02
190.6         	4.3732150e-02	7.1661370e-03	1.2526580e-02	1.2522540e-02
190.7         	4.3737550e-02	7.1652150e-03	1.2527420e-02	1.2523690e-02
190.8         	4.3756510e-02	7.1643770e-03	1.2528590e-02	1.2525430e-02
190.9         	4.3750680e-02	7.1633120e-03	1.2529580e-02	1.2526910e-02
191           	4.3737140e-02	7.1625740e-03	1.2529970e-02	1.2527980e-02
191.1         	4.3668430e-02	7.1614330e-03	1.2530270e-02	1.2528870e-02
191.2         	4.3646260e-02	7.1603210e-03	1.2530160e-02	1.2529910e-02
191.3         	4.3685620e-02	7.1599240e-03	1.2529990e-02	1.2530690e-02
191.4         	4.3707240e-02	7.1585910e-03	1.2529790e-02	1.2531860e-02
191.5         	4.3748420e-02	7.1573020e-03	1.2529760e-02	1.2533200e-02
191.6         	4.3794090e-02	7.1559530e-03	1.2530120e-02	1.2534080e-02
191.7         	4.3786620e-02	7.1548110e-03	1.2531010e-02	1.2534930e-02
191.8         	4.3750350e-02	7.1534470e-03	1.2531300e-02	1.2535500e-02
191.9         	4.3783010e-02	7.1519450e-03	1.2531240e-02	1.2535960e-02
192           	4.3762930e-02	7.1500360e-03	1.2531240e-02	1.2537580e-02
192.1         	4.3712120e-02	7.1488680e-03	1.2530810e-02	1.2539190e-02
192.2         	4.3708230e-02	7.1475460e-03	1.2530510e-02	1.2540480e-02
192.3         	4.3708000e-02	7.1460230e-03	1.2530430e-02	1.2541200e-02
192.4         	4.3754650e-02	7.1452340e-03	1.2530430e-02	1.2542150e-02
192.5         	4.3764730e-02	7.1441520e-03	1.2530940e-02	1.2542990e-02
192.6         	4.3741650e-02	7.1430360e-03	1.2531420e-02	1.2543850e-02
192.7         	4.3743670e-02	7.1417920e-03	1.2531470e-02	1.2545360e-02
192.8         	4.3701030e-02	7.1403250e-03	1.2531070e-02	1.2546710e-02
192.9         	4.3723450e-02	7.1383980e-03	1.2530530e-02	1.2547690e-02
193           	4.3706550e-02	7.1365760e-03	1.2530420e-02	1.2548020e-02
193.1         	4.3784000e-02	7.1349260e-03	1.2530830e-02	1.2548220e-02
193.2         	4.3737710e-02	7.1337430e-03	1.2531210e-02	1.2549220e-02
193.3         	4.3725420e-02	7.1325750e-03	1.2531700e-02	1.2550150e-02
193.4         	4.3718260e-02	7.1312360e-03	1.2531670e-02	1.2551160e-02
193.5         	4.3772010e-02	7.1300650e-03	1.2531670e-02	1.2552170e-02
193.6         	4.3682380e-02	7.1287870e-03	1.2531400e-02	1.2552630e-02
193.7         	4.3704020e-02	7.1272440e-03	1.2530510e-02	1.2553180e-02
193.8         	4.3718130e-02	7.1254490e-03	1.2529370e-02	1.2554810e-02
193.9         	4.3759140e-02	7.1236420e-03	1.2528690e-02	1.2556640e-02
194           	4.3698750e-02	7.1222770e-03	1.2528790e-02	1.2557760e-02
194.1         	4.3742730e-02	7.1210410e-03	1.2529090e-02	1.2558610e-02
194.2         	4.3750340e-02	7.1191840e-03	1.2529190e-02	1.2558880e-02
194.3         	4.3744100e-02	7.1178770e-03	1.2528720e-02	1.2559320e-02
194.4         	4.3716080e-02	7.1169600e-03	1.2528070e-02	1.2559730e-02
194.5         	4.3610070e-02	7.1159160e-03	1.2527850e-02	1.2560460e-02
194.6         	4.3635380e-02	7.1148290e-03	1.2528010e-02	1.2561460e-02
194.7         	4.3740650e-02	7.1137220e-03	1.2527700e-02	1.2562470e-02
194.8         	4.3729310e-02	7.1121510e-03	1.2527910e-02	1.2563480e-02
194.9         	4.3658010e-02	7.1104840e-03	1.2528170e-02	1.2564320e-02
195           	4.3648180e-02	7.1089370e-03	1.2527990e-02	1.2564440e-02
195.1         	4.3708110e-02	7.1079740e-03	1.2527340e-02	1.2565180e-02
195.2         	4.3713630e-02	7.1066300e-03	1.2526940e-02	1.2566720e-02
195.3         	4.3717430e-02	7.1056370e-03	1.2526530e-02	1.2568900e-02
195.4         	4.3735750e-02	7.1044220e-03	1.2526520e-02	1.2570610e-02
195.5         	4.3729630e-02	7.1027010e-03	1.2526330e-02	1.2572550e-02
195.6         	4.3717430e-02	7.1015190e-03	1.2526460e-02	1.2574450e-02
195.7         	4.3723360e-02	7.1002960e-03	1.2526780e-02	1.2575920e-02
195.8         	4.3767620e-02	7.0987740e-03	1.2526620e-02	1.2576950e-02
195.9         	4.3682460e-02	7.0978240e-03	1.2526180e-02	1.2578290e-02
196           	4.3762080e-02	7.0963780e-03	1.2526110e-02	1.2578790e-02
196.1         	4.3729250e-02	7.0944650e-03	1.2525500e-02	1.2579310e-02
196.2         	4.3712870e-02	7.0927680e-03	1.2524200e-02	1.2579710e-02
196.3         	4.3703690e-02	7.0909790e-03	1.2523420e-02	1.2580660e-02
196.4         	4.3678740e-02	7.0895920e-03	1.2523060e-02	1.2582350e-02
196.5         	4.3661470e-02	7.0883660e-03	1.2522920e-02	1.2583470e-02
196.6         	4.3721340e-02	7.0866190e-03	1.2522650e-02	1.2584930e-02
196.7         	4.3714130e-02	7.0851380e-03	1.2522730e-02	1.2586110e-02
196.8         	4.3649020e-02	7.0837890e-03	1.2522810e-02	1.2586870e-02
196.9         	4.3633070e-02	7.0828170e-03	1.2522430e-02	1.2587330e-02
197           	4.3600610e-02	7.0818710e-03	1.2522110e-02	1.2588230e-02
197.1         	4.3631960e-02	7.0806850e-03	1.2522030e-02	1.2589850e-02
197.2         	4.3668840e-02	7.0798500e-03	1.2522050e-02	1.2591780e-02
197.3         	4.3615600e-02	7.0785060e-03	1.2522220e-02	1.2593310e-02
197.4         	4.3687870e-02	7.0770470e-03	1.2522750e-02	1.2594930e-02
197.5         	4.3659210e-02	7.0757160e-03	1.2524220e-02	1.2595960e-02
197.6         	4.3640050e-02	7.0748830e-03	1.2525090e-02	1.2596590e-02
197.7         	4.3646120e-02	7.0736700e-03	1.2525780e-02	1.2597550e-02
197.8         	4.3624620e-02	7.0728050e-03	1.2525480e-02	1.2598970e-02
197.9         	4.3663960e-02	7.0717180e-03	1.2525100e-02	1.2600380e-02
198           	4.3731800e-02	7.0706400e-03	1.2525620e-02	1.2601790e-02
198.1         	4.3644120e-02	7.0699100e-03	1.2526360e-02	1.2603100e-02
198.2         	4.3676580e-02	7.0693650e-03	1.2526540e-02	1.2604220e-02
198.3         	4.3680940e-02	7.0685200e-03	1.2526640e-02	1.2605050e-02
198.4         	4.3707960e-02	7.0677250e-03	1.2526820e-02	1.2605840e-02
198.5         	4.3703530e-02	7.0669110e-03	1.2526770e-02	1.2606680e-02
198.6         	4.3735930e-02	7.0654570e-03	1.2527010e-02	1.2607890e-02
198.7         	4.3689290e-02	7.0644380e-03	1.2527810e-02	1.2609310e-02
198.8         	4.3669610e-02	7.0633940e-03	1.2528510e-02	1.2610420e-02
198.9         	4.3628610e-02	7.0624390e-03	1.2528450e-02	1.2611760e-02
199           	4.3633000e-02	7.0613670e-03	1.2528820e-02	1.2612330e-02
199.1         	4.3706510e-02	7.0607430e-03	1.2529250e-02	1.2612820e-02
199.2         	4.3735450e-02	7.0599450e-03	1.2529670e-02	1.2613710e-02
199.3         	4.3694320e-02	7.0588030e-03	1.2530180e-02	1.2615730e-02
199.4         	4.3734990e-02	7.0576070e-03	1.2530520e-02	1.2616800e-02
199.5         	4.3684270e-02	7.0566010e-03	1.2530690e-02	1.2618170e-02
199.6         	4.3699750e-02	7.0561420e-03	1.2530910e-02	1.2619330e-02
199.7         	4.3692670e-02	7.0546600e-03	1.2531560e-02	1.2620240e-02
199.8         	4.3670700e-02	7.0531150e-03	1.2531920e-02	1.2621850e-02
199.9         	4.3708550e-02	7.0517850e-03	1.2532520e-02	1.2623120e-02
200           	4.3742850e-02	7.0507540e-03	1.2532300e-02	1.2623470e-02
200.1         	4.3714950e-02	7.0497320e-03	1.2531840e-02	1.2623960e-02
200.2         	4.3754080e-02	7.0488680e-03	1.2531120e-02	1.2624550e-02
200.3         	4.3782550e-02	7.0472580e-03	1.2530490e-02	1.2625240e-02
200.4         	4.3756680e-02	7.0455480e-03	1.2530820e-02	1.2626600e-02
200.5         	4.3781810e-02	7.0446400e-03	1.2531180e-02	1.2627870e-02
200.6         	4.3738000e-02	7.0437230e-03	1.2531080e-02	1.2628820e-02
200.7         	4.3779730e-02	7.0431730e-03	1.2531270e-02	1.2629210e-02
200.8         	4.3725410e-02	7.0425680e-03	1.2531350e-02	1.2629880e-02
200.9         	4.3767990e-02	7.0413560e-03	1.2531680e-02	1.2630940e-02
201           	4.3811390e-02	7.0403590e-03	1.2531110e-02	1.2632280e-02
201.1         	4.3842420e-02	7.0391710e-03	1.2530490e-02	1.2633610e-02
201.2         	4.3769690e-02	7.0383180e-03	1.2530800e-02	1.2634870e-02
201.3         	4.3746190e-02	7.0372400e-03	1.2531220e-02	1.2636490e-02
201.4         	4.3798130e-02	7.0367180e-03	1.2531520e-02	1.2637530e-02
201.5         	4.3830640e-02	7.0361860e-03	1.2531990e-02	1.2639130e-02
201.6         	4.3740850e-02	7.0354060e-03	1.2531480e-02	1.2640740e-02
201.7         	4.3775700e-02	7.0346490e-03	1.2530270e-02	1.2642190e-02
201.8         	4.3767830e-02	7.0333620e-03	1.2529610e-02	1.2643360e-02
201.9         	4.3814510e-02	7.0323330e-03	1.2530490e-02	1.2644520e-02
202           	4.3772980e-02	7.0312100e-03	1.2531450e-02	1.2646490e-02
202.1         	4.3715080e-02	7.0303910e-03	1.2531410e-02	1.2647560e-02
202.2         	4.3779320e-02	7.0300590e-03	1.2531310e-02	1.2648460e-02
202.3         	4.3747690e-02	7.0291070e-03	1.2531620e-02	1.2649220e-02
202.4         	4.3786290e-02	7.0277140e-03	1.2531200e-02	1.2650340e-02
202.5         	4.3726300e-02	7.0267300e-03	1.2531030e-02	1.2651830e-02
202.6         	4.3734920e-02	7.0258500e-03	1.2530710e-02	1.2653310e-02
202.7         	4.3772590e-02	7.0242060e-03	1.2530610e-02	1.2654480e-02
202.8         	4.3829180e-02	7.0226060e-03	1.2530790e-02	1.2655460e-02
202.9         	4.3783720e-02	7.0214840e-03	1.2532110e-02	1.2655660e-02
203           	4.3796420e-02	7.0206880e-03	1.2532990e-02	1.2655880e-02
203.1         	4.3796180e-02	7.0198430e-03	1.2533180e-02	1.2656850e-02
203.2         	4.3775270e-02	7.0184430e-03	1.2533230e-02	1.2657850e-02
203.3         	4.3811120e-02	7.0172100e-03	1.2532780e-02	1.2659070e-02
203.4         	4.3777850e-02	7.0161240e-03	1.2532030e-02	1.2660190e-02
203.5         	4.3765320e-02	7.0149030e-03	1.2532590e-02	1.2660100e-02
203.6         	4.3808750e-02	7.0140920e-03	1.2532940e-02	1.2659870e-02
203.7         	4.3778240e-02	7.0135060e-03	1.2532620e-02	1.2660600e-02
203.8         	4.3760630e-02	7.0125020e-03	1.2532930e-02	1.2660870e-02
203.9         	4.3760370e-02	7.0117410e-03	1.2533120e-02	1.2661120e-02
204           	4.3834890e-02	7.0111050e-03	1.2533570e-02	1.2661690e-02
204.1         	4.3831260e-02	7.0101900e-03	1.2534320e-02	1.2662780e-02
204.2         	4.3787710e-02	7.0097200e-03	1.2534110e-02	1.2663100e-02
204.3         	4.3775760e-02	7.0089130e-03	1.2533770e-02	1.2663220e-02
204.4         	4.3794620e-02	7.0078200e-03	1.2532830e-02	1.2663460e-02
204.5         	4.3871560e-02	7.0068770e-03	1.2532080e-02	1.2664250e-02
204.6         	4.3856370e-02	7.0056120e-03	1.2532010e-02	1.2665920e-02
204.7         	4.3833290e-02	7.0047950e-03	1.2532700e-02	1.2667710e-02
204.8         	4.3808420e-02	7.0037490e-03	1.2533190e-02	1.2669070e-02
204.9         	4.3790530e-02	7.0027570e-03	1.2533450e-02	1.2670330e-02
205           	4.3849720e-02	7.0022720e-03	1.2533080e-02	1.2671580e-02
205.1         	4.3914600e-02	7.0013040e-03	1.2533110e-02	1.2672610e-02
205.2         	4.3895390e-02	7.0002470e-03	1.2533400e-02	1.2673610e-02
205.3         	4.3853610e-02	6.9994790e-03	1.2533630e-02	1.2674630e-02
205.4         	4.3903370e-02	6.9987190e-03	1.2533770e-02	1.2674770e-02
205.5         	4.3907780e-02	6.9977400e-03	1.2533960e-02	1.2675600e-02
205.6         	4.3874080e-02	6.9969220e-03	1.2533800e-02	1.2676030e-02
205.7         	4.3870270e-02	6.9964040e-03	1.2532970e-02	1.2676890e-02
205.8         	4.3979340e-02	6.9957340e-03	1.2532200e-02	1.2677800e-02
205.9         	4.3965000e-02	6.9946510e-03	1.2532250e-02	1.2678490e-02
206           	4.3932920e-02	6.9936470e-03	1.2532410e-02	1.2678800e-02
206.1         	4.3925490e-02	6.9929960e-03	1.2532900e-02	1.2678540e-02
206.2         	4.3881530e-02	6.9922900e-03	1.2533570e-02	1.2678210e-02
